n12913851,业务员代刷7.79亿元保费 南山人寿遭重罚
n13722536,苏贞昌：辉瑞BNT儿童疫苗220万剂近日签约
n13722574,台铁6/29改点 东部运能将增13.8%
n13722571,劳动节将至 蔡英文：鼓励企业加薪分享经济成果
n13722533,居隔“3+4”快筛调整发放 陈时中鼓励后4天尽量不出门
n13722570,动滋券5月底前用完 再加码200元
n13722569,劳动节大礼 苏贞昌：职灾保险法5月上路
n13722567,防疫险理赔破8亿 台金管会：产险公司财务佳可因应
n13722595,台恶意逼车、危险驾驶 未来最高罚3.6万
n13722538,台疫情推升串流平台 调查：青年最挺正版
n13722535,外国学历报考台医师考试 拟先经过学历甄试
n13722631,防疫保单续约争议不断 消基会吁金管会处理
n13722529,台Q1经济优于预期 上海封城影响Q2将明显
n13722632,台劳团发起立法行动 盼对工安累犯企业惩罚
n13722650,传4月调薪独厚新人？ 台积电：视个人绩效而定
n13722651,台保障性私密影像被害人 须明订下架机制
n13722657,台欠奢侈税罚锾逾千万 中配有钱不缴遭管收
n13722656,泄标案内容收贿723万 台高公局公务员被起诉
n13722653,华视新任董事长 郑自隆出任
n13722730,王友群：多维网关门了 《香港01》跳出来了
n13722941,中共渗透索罗门 索国政治顾问有话对台湾说
n13722999,抗中俄数位威权 美与60国签未来网路宣言
n13723278,吴钊燮：台湾立陶宛关系续深化 展现互助精神
n13723232,中共若侵台 加拿大前总理：各国捍卫民主台湾
n13722995,【新闻大家谈】秦刚笼络美国 反爆中共黑历史
n13723445,布林肯：印太经济架构具包容性 不会排除台湾
n13723249,中共呼应台媒不实报导 外交部：遗憾谴责
n13723294,将来银行首月逼近6万开户 每户平均存款为业界2倍
n13723236,立陶宛媒体联访 吴钊燮：台人会效仿乌克兰扛起捍卫国家责任
n13723347,深化台美关系 蔡英文抛未来3大施政目标
n13723402,台99.7%染疫轻症 重症仅19人
n13723404,台北市儿童莫德纳疫苗接种计划不变
n13723435,标普调升台湾信用评等 财政部：经济表现稳健
n13723431,减少民众抗拒 时力吁通过唾液检验
n13723430,日圆破底 台币兑日圆创25年新低
n13723468,因应天灾致农损 台农委会提四大精进措施
n13723429,通膨与中国封控阴影 台3月制造业景气低迷
n13723466,PVC食品包装 2023年禁止制造输入贩卖
n13723463,因应台铁五一停驶 公总增21.5%运能
n13723464,防疫外送国家队 拟采电子支付 不送医院内
n13723455,调查：台毕业生平均薪资3.2万起跳 制造业最高
n13723458,台湾致死率最低 陈建仁：夸大预测造成恐慌
n13723513,金融业求才若渴 会外语、懂资安最吃香
n13723508,台立院三读 限制著作权集管团体董监事任期
n13723507,台立院三读 扩大再生水使用范围
n13723505,中正纪念堂转型 促转会抛民主历史记忆馆
n13723510,楠梓产业园区都市计划发布实施 台积电6月动工建厂
n13723434,经济表现强劲 标普调升台湾主权评等至AA+
n13723470,所罗门民众亲台反共 在地专家：拒共产党无神论
n13723406,港澳白领放宽政策放缓 台陆委会：整合意见后尽快公布实施
n13723405,台统测30日登场 居隔考生可家人接送
n13723407,上班族吸烟率近两成 台国健署吁雇主鼓励员工戒烟　
n13723555,英外长道破中共最大恐惧 战狼被刺痛跳脚
n13723770,美麻州议会通过友台决议 吁签教育合作备忘录
n13723803,中共在亚洲海域军事活动增加 日本进行反制
n13723995,分析：德国会决议警告北京 意味对华政策转弯
n13724004,全球首个H3N8病例河南现踪 台提升疫情警示
n13724074,台媒华视30日又出包 相关制播人员请辞
n13723940,【拍案惊奇】3亿国人被封控 红三代泄上海内情
n13724291,微博IP地址显示乱象 爱国大V不在中国
n13724432,如何回应大陆攻台 英美首次探讨冲突应急计划
n13724688,国旅市场仍看俏 日月潭观光圈升级旅游型态
n13724701,台铁五一停驶 台交长：环岛铁路无法被取代
n13724705,防劳保破产 台国民党提修法每年拨补800亿
n13724704,感谢劳工打拼贡献  赖清德：台湾因此更美丽
n13724710,提升劳工权益 台劳团吁速立法
n13724727,北京急寻若犯台被国际金融制裁对策 外银回“无药可救”
n13724741,台儿童疫苗将开打 医坦言：只能做相对好的选择
n13724738,降中共肺炎传染病等级？ 苏贞昌：尊重专家评估
n13724740,周末不要出门？ 蔡英文：去年影片被变造勿转传
n13724775,全台今明有雨 北部低温探17度
n13724798,台本土增1万6936例 47例中重症“21人打满三剂疫苗”
n13724809,中国经济面临逆风  台金融业须防对中曝险
n13724820,台大校内重大车祸 校方初判无关超速
n13724731,日经：全球10大IC设计公司 台湾占4席
n13724776,台统测机械群试题灵活具鉴别度 实习题重操作
n13725145,吴钊燮：中共入侵台湾的威胁真实存在
n13725338,苏贞昌：台湾不会像中共粗暴锁国封城
n13725443,台湾棋王吴贵临辞世 曾1对150人 破世界纪录
n13725517,服务民众 民众党成立“防疫服务小组”
n13725555,中研院首揭细胞无合成分裂 颠覆过去研究
n13725577,蔡英文：为台生技医疗产业 打造国际级竞争力
n13725601,疫情战争通膨 台劳动基金Q1亏损568亿
n13725576,BERI投资环境风险评比 台湾全球第3名
n13725589,国史馆、外交部称“中华民国台湾”蓝委不满国名被改
n13725585,美媒专访 吴钊燮：中共应吸取教训评估犯台代价
n13725582,帝吧官微IP在台湾 调查局搜证中
n13725579,联准会升息之余准备缩表 政策紧缩冲击难料
n13725616,台报税开跑 逾38万户完成申报
n13725623,学童打疫苗 台教长：家长不必急迫决定
n13725584,龚明鑫：中国清零代价大 加速供应链移转
n13725624,分科测验重纳数乙？招联会常委会将讨论
n13725628,台交长：续和台铁工会协商建立共识
n13725630,助适性入学 高中免试入学开放申请变更就学区 
n13725631,台本期无薪假逾1.4万人 制造业实施人数减
n13725621,日本未采认高端疫苗 吴钊燮与泉裕泰协商
n13725626,管制不加严  陈时中：台湾往欧美方向走
n13725620,无健保侨生买不到快筛 台侨委会：已协调
n13725625,防疫保单理赔升 产险业备481亿抵损失
n13725648,台人首座葛莱美奖庆功 苏贞昌允颁奖金
n13725647,台立委吁建立动物用药申请制度 农委会同意
n13725622,台确诊至300万人 保险局：产险业撑得住
n13725658,放宽港人来台暂缓 香港边青：努力厘清争议
n13725659,窃密跳槽中国公司 台耀化学前主管遭判刑
n13725581,吴斯怀赞孔子学院 台基进批：跟国际脱节
n13725660,移工怀孕被迫解约 劳动部未掌握遭纠正
n13725597,美对台军售案因产线排挤延3年交付 提替代方案
n13725662,日首相外交动作频频 矢版明夫分析有三目的
n13725406,小鱼干验出微塑胶 台湾中山大学研究登国际期刊
n13725587,台湾侨委会报告：中共对侨界的统战未曾停歇
n13725909,台湾新闻自由受外媒肯定 拒中共红色渗透
n13726038,中共辽宁号舰群穿过宫古海峡 日本警戒监视
n13726098,台日断交50年 日本自民党青年局长率团访台
n13725994,台湾射箭男团世界杯摘金 积分排名登世界第一
n13725999,疫情影响内需消费 台NMI展望指数重挫至45.7%
n13725986,中国封城冲击供应链 中经院：Q3景气不明朗
n13726123,环署推纸餐具标示QRcode 加强溯源管理
n13726145,减少依赖台积电！美日将开展2奈米制程合作
n13726171,拜登月底访韩日 台外交部：目前无规划高层互动
n13726170,台湾主权地位 外交部：中华民国台湾
n13726205,台“恩久平” 含致癌不纯物 回收41万颗
n13726179,熊厚基调任战略顾问 总统盼提升国防自主能力
n13726204,台健保投六千万 助思觉失调症回归社会
n13726217,保全纳全民国防 专家：由民防团规划
n13726218,中美洲议长附和一中 台外交部吁拒中共操弄
n13726195,吁松绑边境管制 立委：台湾不可能一直锁国
n13726193,辉瑞口服药物本周陆续配送27万人份
n13726203,台大学生确诊 克难睡帐篷
n13726236,台股震荡走低 量能低于2千亿创1年半最低
n13726202,蓝营：快筛贵又难买 要求比照英美免费送
n13726232,不只自走炮延宕 国防部：肩射刺针也有迟交风险
n13726251,台入境居检 5/9 缩为7+7天
n13726257,刘冠军侵占国安密帐 台法院判没收巨额财产
n13726425,西方专家学者谈中共关于对台进攻的讨论
n13726430,吁结束对台战略模糊 前美防官：要有个计划
n13726282,台481亿准备金救产险 金管会公布申请条件
n13726287,台立院三读 删除国军镇慑内乱可领勋章
n13726288,广电法三读 电视错误讯息更正时限缩短为10天
n13726289,商品标示法三读 网购平台纳规范
n13726283,台金管会祭光洋科条款 禁用临时动议解任董事长
n13726292,发展观光条例三读 旅馆损国家利益最高罚50万
n13726301,复考数乙刻不容缓 教团建议与数B择优采计
n13726303,端午连假疏运 国道采单一费率
n13726304,捧铁饭碗 00世代意愿高
n13726291,发展观光条例三读 旅行业增强制责任保险
n13726296,台糖土地遭倒废弃物 清除需10亿 监委要查
n13726285,台半导体厂扩增产能 南科营业额创新高
n13726297,不敌原料价扬 卫生纸业者将调涨
n13726299,台旭海火箭场首射延期 最快要等到6月
n13726286,推金字塔诉讼制 台立委批限缩人民上诉权
n13726284,华视新闻第6度出包 蔡英文写成蔡EE
n13726267,美查中共是否助俄为虐 专家：阻俄须处理中共
n13726639,中企CEO纷纷引退 专家：集体“躺平”保命
n13726738,台防长：中共持续在台湾周边海空域挑衅
n13726667,谢金河：美元强势 中国经济将面临严峻考验
n13726860,瑞典国会欲进一步加深瑞典台湾关系
n13726790,美军最高将领：中共计划2027年前具攻台能力
n13726910,减碳成竞争力 学者吁企业2030年之前采具体行动
n13726943,参选台北市长？ 林佳龙：持续准备
n13726937,台湾经济11年来最好 蔡英文：归功于全民
n13726985,承审翁茂钟诉讼却不当接触 台监院弹劾3退休法官
n13726992,美议员提案 促售台攻击性武器
n13727024,日本脱亚入欧论影响五四运动 台前国代：台湾因祸得福
n13727070,曾接触确诊者  陈时中：自主监测有症状再快筛
n13727069,电子围篱退场？ 陈时中：周五与地方政府讨论
n13727056,挺台参与WHA 台立委：需要长期的努力
n13727058,快筛供应厂商遭疑“黑箱” 陈时中：因应紧急情况
n13727084,呼吁让台参与WHA 20医事组织联合声明
n13727060,忧儿少疫苗副作用 V-Watch启动监测
n13727055,台湾快筛试剂价格高？ 经长：比各国便宜
n13727087,美IPEF有望5月公布 台外长：台湾理论上会在里面
n13727067,调整轻重症分流原则  轻症逾80岁才可住院
n13727118,台外交部常次备询遭羞辱 吴钊燮：绝不接受
n13727115,美议员谈波音未翻译 吴钊燮：收音差没听清楚
n13727114,传美将公布IPEF 台经部、经贸办：有机会首轮纳入
n13727116,苏贞昌盼助台入CPTPP 日议员：给予最大支持
n13727031,中国经济陷危机 业内精英揭三大问题
n13727154,台职场妈妈工作育儿两头烧 疲劳指数创3年新高
n13727152,已投保同业防疫险者 和泰产险放宽受理
n13727151,台国中会考拟设隔离试场 开放居隔考生应试
n13727150,台大性平会缺审查机制 候选人不当政见惹议
n13727153,台大学隔离宿舍达标 1床补助1万
n13727144,台采血抗体快筛流入市面 调查局查获2非法业者
n13727140,两公约第三次国家报告国际审查 首次提升至政院层级
n13727142,台铁工会拟扩大不加班 交长：勿挟民众便利
n13727119,台立委：封杀《奇异博士2》中共怕大纪元
n13727441,台湾工艺携手休闲观光产业 推百条工艺行旅路径
n13727292,布林肯对华演讲抢先看 定位中共是美主要威胁
n13727470,日议员与拜登政府讨论 美日如何应对台海冲突
n13727571,接见自民党访团 赖清德：感谢日挺台国际参与
n13727635,联手因应台海危机 美英首次商讨应急计划
n13727721,日议员：日本绝不允许用武力片面改变现状
n13727751,台湾国父纪念馆50周年庆 珍贵动产首度亮相
n13728009,日媒：台湾将成立安倍晋三之友会
n13727856,防疫津贴没到手 台立委：卫福部应检讨
n13727888,公视董事会改选 文化部：预计5/9召开审查会议
n13727855,上市柜公司去年营利近5年新高 台积电称王
n13727853,学校陷“停课-复课”循环 台立委吁线上实体一起动
n13727838,晋见蔡英文 日议员：日本绝不允许武力改变现状
n13727850,实名制快筛试剂 台经部：罗氏原厂征用与经销商无关
n13727885,台央行连2月稳汇阻贬 4月外汇存底下探7个月新低
n13727840,台比合作会议 聚焦晶片技术、物流互补
n13727849,Omicron致病力较弱 台立委：流感化
n13727848,凯基银行员工盗领逾百万 台金管会开铡600万
n13727846,卷图利争议 高登放弃快筛标案
n13727910,军方支援1922防疫专线 台政院：不影响战力
n13727935,台成功研发肠病毒疫苗 可防重症
n13727938,电子烟纳校园烟害防制 禁携带、吸食
n13727941,母亲节交通量增5% 高公局提供好走时段
n13727940,台服役逾10年官兵遗族适用荣眷照顾
n13727942,台政院拍板要塞法修法 战略要域禁建区有条件放宽
n13727931,协商无共识 台铁工会不加班将持续
n13727928,台快筛阳性即确诊 5/12上路
n13727907,台职缺年增15% 企业推产学合作“以战练兵”
n13727932,台外送员无法可管 民众党吁立专法保障
n13727982,台政院拍板5部1会组改 升格农业部、环境部
n13727980,北台520档期推案量 近5年次低
n13727978,港人来台定居 台4关卡严审
n13727930,台大学申请二阶审查系统开放 学习历程、PDF择一上传
n13727981,台湾首部国家人权行动计划 优先改善8议题
n13727782,美延期交付自走炮 台防长：9月前公布备案
n13727906,中共引《开罗宣言》声称拥有台湾主权 陆委会：中华民国与中共国互不隶属
n13727852,中共清零不人道 台陆委会吁台人前往需考量风险
n13728379,日众议员：日本将共机扰台当成自身事务看待
n13728449,日相：台海和平不仅关乎日本 也攸关国际稳定
n13728444,Meta亚洲首座元宇宙XR基地落脚台北
n13728740,【新闻大家谈】美延迟对台军售 对台海有何影响
n13728870,日相访英用俄乌战剑指台海 赵立坚跳脚
n13728688,谢金河：中概股成刀俎鱼肉 中企如夹心饼干
n13728865,日本议员访台 中共连续4天派遣军机扰台
n13728709,台勇鹰高教机首梯教官开训 2024年汰除F-5
n13728669,干干贝价格齐涨构成联合行为 进口商合计遭罚500万元
n13728721,亚洲首座元宇宙基地在台启用 蔡英文：盼Meta加码投资
n13728755,股汇双杀 新台币一度创低
n13728753,推再生能源 立委吁中央与地方合作
n13728767,行政院组改 柯建铭：下会期重要法案
n13728768,4月外食费涨5.56% 近13年半最大涨幅
n13728776,台快筛剂量少价高 消基会吁大量进口无偿供应
n13728770,外界忧口服药数量不足 陈时中：一定够
n13728775,台防疫险续保争议 3大QA说分明
n13728773,老师兼防疫送货员 台教团吁校园防疫应简化
n13728786,高登放弃快筛标案 国民党赴监院告发陈时中
n13728813,梅雨季锋面陆续到来 母亲节全台有雨
n13728812,快筛替代确诊？ 陈建仁：盛行率高的族群、地区或时段
n13728815,专家：鼓励代替责备 孩子更愿意听
n13728819,复合材料瓦斯桶漏气 台消防署公布型号全面回收
n13728817,自主回报填错资料遭锁　可致电各地卫生局或1922
n13728810,抚育未成年子女家庭 租金补贴1.4倍起算
n13728844,高苑科大遭控血汗学工 台教部：禁招境外生
n13728863,台NCC新任委员人事案 立院付委审查
n13728864,高阶文官培训 蔡英文提3大方向盼推动数位治理
n13728860,唐凤斜杠主持 推全英文Podcast
n13728638,日执政党青年局访团报告访台三大成果
n13728959,重申对台立场 美国防部罕见纠正北京通告
n13729147,美智库：中共经济胁迫无效 反而招致反效果
n13729159,法轮大法洪传30周年 台湾跨党派立委庆贺
n13729571,警告中共勿侵台 美议员：全球挺台将胜过挺乌
n13729735,CIA局长：俄乌战促美欧团结 令北京不安
n13730152,欢庆法轮大法日 台湾屏东学员感谢师恩浩荡
n13730210,防堵中资渗透宫庙 台学者吁立法
n13730218,台侨美国会前游行 为台参与WHA集气
n13730256,台疫情升温 医：自主防疫越来越重要
n13730254,印度官员：台湾高峰后确诊数可望急遽下降
n13730250,孕妇收治就医指引 指挥中心：本周二讨论
n13730249,台指挥中心：即起长照机构住民“快筛阳”比照确诊投药
n13730248,国台办喊话助购快筛试剂 台陆委会：中共借机分化
n13730268,白狼抢轿事件 台学者：中共代理人刷存在感
n13730379,家长是防疫靠山 赖清德：政府提供3大支援
n13730378,帝吧官微在台湾 台湾基进：无法可管需立法
n13730377,蒋确诊影响北市选情？ 朱立伦：会在适当时机提名
n13730365,台停课标准新制上路 新北学生快筛阳即比照确诊
n13730363,梅雨季首波滞留锋周四接近 台各地转有雨
n13730360,台美露资通教育合作 我赠圣露西亚智慧教室
n13730357,确诊书申请爆量 台金管会拟以数位健康证明替代
n13730355,祝贺母亲节快乐 蔡英文：推五项照顾家庭政策
n13730345,大专生确诊返家居隔 台教部：全额补助交通费
n13730336,庆法轮大法日 台立委：祝李洪志大师生日快乐
n13727385,分析：台湾占地利人和 中共攻台代价巨大
n13730837,专家：台湾年轻人用小红书 小心被中共统战
n13731063,台湾花莲外海地震规模6.1 全台有感
n13730845,受俄乌战争启示 美智库提助台湾抗共策略
n13731243,比尔盖兹：升息恐致全球经济放缓
n13731194,纬创投资中国巨亏 谢金河：损失令人怵目惊心
n13731319,争取参加WHA 吴钊燮：今年挺台力道更强
n13731315,股汇双杀 新台币写23个月新低
n13731356,快筛超商开卖 经部：售价不超过180元
n13731349,四大超商开卖快筛试剂 民众涌排队人潮
n13731353,机师工会将赴指挥中心陈抗 盼能以筛代检
n13731354,快筛试剂价格贵森森 公平会：查无联合行为
n13731347,美国主办全球疫情峰会 台湾再度受邀参加
n13731342,快筛乱象？台立委：恐慌心理
n13731352,无薪假较上期减416人 旅行社实施情况逐步转好
n13731369,第7届公视董事会于9日组成
n13731389,端午假期订票率低 台铁拟不开加班车
n13731392,疫情冲击 国道客运或停驶部分路线
n13731394,数位证明拟取代诊断书 保险业忧诈保反弹
n13731398,台文化部再推艺文纾困 补助上限250万元
n13731396,台教团吁修法 杜绝校长遴选“乔”缺
n13731388,谷物价涨 台农委会：甘薯可取代两成玉米
n13731339,校园防疫“匡列九宫格” 国民党：应取消
n13731418,张淑晶坑杀房客 再判关8年半
n13731424,疫情与升息夹击 台财长：密切关注金融走势
n13731337,拟降为第四级法定传染病　陈时中：难公布确诊数字
n13731410,台检察官遭二度弹劾 邢泰钊派专案小组协助
n13731385,公视董事会审查跨过门槛 文化部：尽快完成聘任
n13731431,宅生活改变购屋需求 中古屋去年坪数增1.5坪
n13731435,台中科院偷闯火箭发射场 科技部将拟罚则管理
n13731433,政大国际金融学院揭牌 蔡英文盼加速接轨国际
n13731432,募资推绿能 台电6月中发行公司债
n13731317,两公约审查会 苏贞昌：台珍惜人权民主
n13731430,黄介正：中间选民期盼选出让美更挺台政党
n13731306,出口金额连涨22个月 台财部：有望迎来最强5月
n13731519,台湾安全受中共威胁 共机扰台又军演
n13731622,美国务院更新美台关系网页 删除相关叙述
n13731833,外媒：台学习与病毒共存 以中港为鉴走第3条路
n13731935,台中科院连3天火炮试射 中共军舰现踪兰屿外海
n13731853,辽宁舰台湾东部外海军演 台国防部：有效掌握
n13732007,日本防卫相：中共辽宁号连日在冲绳附近演训
n13732002,韩国总统尹锡悦就任 专家：台韩关系可望升温
n13732085,台积电4月营收创新高 传明年调涨代工价格
n13732117,美对“一中”新诠释 学者：启动他国跟进
n13732105,美国务院更新官网 纳对台六项保证
n13732102,疫情冲击 游览车业者盼纾困救济
n13732113,罗昌发：WTO应思维如何因应非市场经济国家
n13732098,医疗人员不堪负荷 陈时中：最后一战撑过去
n13732095,美修正对台现况诠释 学者：美一中政策逐步清晰
n13732131,快筛缺 时代力量立委吁应开放进口
n13732118,台股力守万六关卡 国安基金盯内外政经情势
n13732104,台健保部分负担调涨5/15生效 拟延后
n13732096,成效自负不得贩售 台民众将可自行进口快筛
n13732172,李明哲返台首露面 揭中共曾想诱认间谍罪
n13731975,法轮功洪传30年 台湾青年学子感恩李洪志大师
n13732069,美国务院大踩“红线” 中共和台湾各自回应
n13732200,太鲁阁号最终报告 家属盼实践改进建议
n13732197,五倍券数位绑定未达标 地方创生券延长至8月
n13732185,弟弟派攻下巴拿马长荣国际 推张国明任常任董事长
n13732196,台立院三读 双重国籍国民可任公职
n13732195,地制法三读 配偶不得代理行政首长职务
n13732192,采购澳洲东部天然气？台经部：中油评估中
n13732218,台教育部修特教法 教团吁正视教学现场困境
n13732217,疫情冲击 台铁14日起停驶94列次
n13732214,喊话保险业 黄天牧：信任赤字难弥补
n13732216,台产险公会：防疫理赔可采数位证明
n13732186,国民党拟修正租赁条例 减轻租屋族负担
n13732135,救援李明哲五大原则 李净瑜：绝不向迫害者低头
n13732152,台湾拒买立陶宛谷物？台代表：与事实不符
n13732094,WTO助攻 台湾连12年称霸全球半导体市场
n13732240,台湾人受训为中共网军 “帝吧”管理员散谣获刑
n13732480,应对中共新潜艇？美派最棒驱逐舰靠近台海
n13732460,辽宁舰军演后 美导弹巡洋舰穿越台湾海峡
n13732496,【新闻看点】美更修对台关系 中共延迟被迫回应
n13732638,美更新美台关系用词 中共跳脚 美国务院回应
n13732763,美情报官员警告 北京正积极准备武统台湾
n13732367,王友群：为什么江泽民战胜不了法轮功？
n13732860,美将军：抗中共入侵 台湾需从俄乌战汲取经验
n13732803,共机穿越台海中线 台立委批中共是麻烦制造者
n13732801,全球疫情线上高峰会 陈建仁代表台湾与会
n13733024,职场焦虑 逾4成企业认为今年防疫比去年更难
n13732997,预聘制迎战缺工潮 台积电科大实习生薪资4万元
n13733108,快筛剂赠友邦遭曲解 台外交部：防中共认知战
n13733136,艺文纾困仅剩3.4亿 立委建议文化部争取纾困5.0
n13733152,戴宁涉诈助理费不认罪 检求刑24年
n13733105,旅美中国人 分享爱台湾4原因
n13733165,俄乌战争加深动荡意识 台海风险保单需求上扬
n13733205,“焦虑主妇”赞台湾自由　自称“精神台湾人”
n13733202,7机构处理19万企业碳盘查 台经部：人力勉强够用
n13733168,千余座蒋公铜像待处理 内政部压力大
n13733220,台立委提陆一特纳荣民身份 退辅会：恐造成不平
n13733056,“帝吧”官微IP在台湾 国台办尴尬回避
n13733214,更新对台关系内容 美国务院：反映美台关系坚若磐石
n13733224,国外实施碳税 台立委：台湾采用碳费 全球独一无二
n13733229,防疫假影响定期评量 台教部：可弹性进行
n13733238,疾管署3建议遏止快筛造假 陈吉仲表达“同意”
n13733225,拜登主持疫情线上峰会 陈建仁宣布台湾捐150万美元
n13733270,美舰由南向北通过台海 台立委：为确保台海周边和平
n13733272,美情报官：乌克兰战争不会加速中国犯台
n13733226,“清冠一号”供不应求 卫福部将协调提升产能
n13733240,台轻症居家照护 用药才理赔
n13733230,台快筛阳视同确诊上路 5步通报
n13733288,共机越台海中线 国防部：想验证实战能力
n13733311,碳费不够力 台立委吁碳税入法
n13733372,前4月全台税收创同期新高 证交税连4黑
n13733155,李明哲返台后 李孟居亲友发声明促中共释放他
n13733407,美修改美台关系表述 分析：美中战略调整一部分
n13733620,李明哲脸书言论也获罪 民进党：民主自由无罪
n13733971,捷克参院通过决议 力挺台湾参与国际组织
n13734065,矢板明夫：中共恶人无胆 李明哲经验值得参考
n13734321,台湾以色列签署社福合作宣言 深化交流合作
n13734209,李明哲揭赤山监狱强迫劳动 同囚政治犯家属担忧
n13734404,预告6月再升息？杨金龙：若通膨严峻将持续紧缩
n13734403,气候修法 台环团吁设气候会报、碳费公正转型入法
n13734402,台卫福部：预估疫情高峰在5月中下旬
n13734372,妇女逾6年未抹片罹癌增3倍 国检署呼吁定期筛检
n13734401,台股重挫失守万六大关 金管会：未出现断头潮
n13734379,民众忧新冠降级理赔缩水 台金管会：以确诊当下时点为准
n13734367,台指挥中心：口服抗病毒药物13日起可由亲友至诊所代领
n13734369,防孕妇染疫后重症 未满36周拟增两项住院原则
n13734585,苏贞昌拍板5年300亿 推动国家语言发展
n13734584,儿童交通伤亡率增 监委促政院改善
n13734571,Google向媒体付费 台立委：台湾还在牛步
n13734572,国文教甄不考国文考英文 台教长：误解双语政策
n13734577,解决教育现场问题 台政院推《国教法》修法
n13734633,吁体谅护理师 蔡英文：盼民众分流减轻医疗负担
n13734657,疑不满货车超载被罚 驾驶儿开车追撞开单警
n13734663,房屋税开征 多屋族2招节税
n13734661,遏止预售屋一屋二卖 时力吁推登记制
n13734679,台湾之星断讯补偿 NCC：下期账单须减收
n13734651,捷克参院通过挺台决议 外交部：展现对台坚定情谊
n13734650,温管法草案2050净零条文 缺中长期目标待协商
n13734681,台政院设人权与转型正义处 罗秉成：有助整合各部会
n13734395,从滩岸到阵地 台湾汉光演习推新防卫战略
n13734678,花莲男经营帝吧被轻判 台立委：配合中共应重罚
n13735034,美国务助卿会台驻日内瓦处 重申挺台出席WHA
n13734406,中资渗透台湾不停 台民团：监管机制被架空
n13735281,日欧峰会声明强调：台海和平稳定极重要
n13735678,新党成员涉嫌发展共谍组织 二审认未危害国安仍判无罪
n13735685,全球金融市场大屠杀 谢金河：治疗通膨的必要之恶
n13735684,手机报税比例逾3成5 台财部：有望达150万户
n13735687,高房价又遇升息 租金受转嫁创11年新高
n13735356,专家：中共疑建模型 模拟攻击台湾苏澳军港
n13735838,莱剂零检出地方条例无效 宪法法庭判决合宪
n13735827,俄乌战启示 专家：台湾应发展商业太空产业
n13735689,MSCI台股两大权重连13降 力积电调升最多
n13735715,台立院三读后备军人教召5次发奖金 今年起适用
n13735718,彰化县盼升格第七都 内政部：人口不足建议不予同意
n13735759,国中会考将至 立委吁教部完善考场防疫
n13735741,医疗人力荒量能紧绷 台湾基进吁成立工会窗口
n13735755,消基会曝开放快筛进口 品质投诉样态
n13735757,新北喊话快筛阳即确诊 陈时中提两原因“不可”
n13735754,蔡英文防疫会议3指示 北北基桃增设大型筛检站
n13735752,支持医院全心防疫 台健保署：下周提拨200亿元暂付款　
n13735753,加购默沙东10万份  陈时中：下周先到5万份
n13735793,专家警告 中共疑建模型模拟攻击苏澳军港
n13735796,疫情缓坡成长 医：长辈喘、意识变差 需小心
n13735811,陆军专校65周年校庆 蔡英文：盼以勇士精神守护国家
n13735815,欧洲记者联盟  挺台参与WHA
n13735818,要求业者开设防疫险又不准停卖？ 金管会澄清非事实
n13735844,两公约国际审查会议 盼台湾持续落实人权保障
n13735858,借镜日韩改革 台交长：盼台铁成世界一流铁道公司
n13735855,台资工人才含金量高 硕士、大学薪资差距2.25倍
n13735854,梅雨锋面14日起徘徊3天 严防致灾性降雨
n13735848,2022台北国际书展 李永得：6月如期原地举办
n13735850,台铁班表再调整 16日起停驶96列区间车
n13735876,华视新闻又出包 台立委：买回民股或放手民营化
n13735873,传访美不提“亲美和中” 朱：国民党坚持和平自由
n13735875,国民党批“乱”与“缺”民进党：自下注解
n13735878,扩大物理治疗师权限 台湾朝野有共识
n13735852,温管法修法初审通过 环团盼能源产业生活社会四大转型
n13735880,检察制度落后日韩70年 台民团吁制定检察官专法
n13736367,拜登签署法案 助台湾重获世卫观察员身份
n13736500,台积电日本设厂 当地估2年经济效益1.8兆日圆
n13736543,空气清净机藏钜款 台湾回收场拾金不昧还老翁
n13736522,WHA将召开 意大利各界吁挺台参与国际组织
n13736535,俄钢琴家柯隆泰归化台湾：心灵找到平衡
n13737625,国民党25日提名参选台北市长 蒋万安：全力以赴
n13737645,台借镜俄乌战争 汉光图上兵推16日登场
n13737682,吸取俄乌教训 分析：中共攻台四步骤
n13737714,滚动调整防疫政策 赖清德：让台湾迈向正常生活
n13737712,打3剂疫苗居隔“3+4”将松绑 陈时中：拟类“0+7”
n13737711,避免反复停复课 台立院法制局吁评估停课
n13737725,台积电日本设厂 当地估两年经济效益破4000亿
n13737753,东京发明展台排名第一 台小四生“防撞帽”摘金
n13737752,台去年调解案件成立率达八成 创历年新高
n13737747,限缩检举违停 台法制局：仅能治标
n13737748,限缩30年房贷打击首购族？台央行：已排除
n13737784,台湾地位说法遭疑迎合一中 外交部：中华民国台湾主权独立
n13737749,全国儿童安全日 台22县市首长吁重视交安
n13737992,专访台驻加代表：双方关系向新方向迈进
n13738027,世卫大会将举行 G7外长会议支持台湾参与
n13738339,台立委质疑中共统战渗入台酒 财长要求查处
n13738436,法德公共电视台探讨世界民主弱化 赞台湾优势
n13738579,放任诈欺犯未服刑 监院纠正高雄二监等单位
n13738577,推太阳光电发展 国产署标租6土地
n13738576,索贿近2千万 前那玛夏区长遭判刑18年
n13738569,中小企业碳盘查指引 环保署：预计本周公布
n13738568,影视业外立委促文化劳动部 提艺文劳检计划
n13738591,台湾汉光演习兵推登场 和往年有何不同
n13738508,医疗量能塞车 时力吁简化流程
